,ID,Gender,Age,Your Industry,Occupation,2nd Occupation,Job Level,Income,State,Job Role Happiness,Highest Degree Completed,Marital Status,Sexual Satisfaction,Sex Frequency,Orgasm Frequency,Orgasm Faking,Sexual Performance,Excercise Frequency,Desirable Level,Better Sex Before Graduating
876,13385793817.0,Female,18-29,Finance & Financial Services,Customer service representative, Insurance underwriter,Intermediate,"$50,000-$74,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,About once a week,Sometimes,Rarely,Average,Once per week,Somewhat desirable,Disagree
877,13385792876.0,Male,30-44,Entertainment & Leisure,Registered nurse,,Senior Management,"$25,000-$49,999",Connecticut,Somewhat happy,Some High School,"Single, never married",Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Very desirable,Strongly agree
878,13385791662.0,Male,45-60,Manufacturing,Laborer,,Intermediate,"$100,000-$124,999",Indiana,Very happy,High School,Married or domestic partnership,Dissatisfied,About once a week,Rarely,Always,Average,I never work out or exercise,Not so desirable,Neither agree nor disagree
879,13385791046.0,Female,45-60,Advertising & Marketing,Food preparation worker,,Middle Management,"$100,000-$124,999",California,Neither happy nor unhappy,High School,"Single, never married",Neither satisfied nor dissatisfied,About once a week,Usually,Rarely,Below average,Several times per week,Somewhat desirable,Disagree
880,13385790705.0,Female,45-60,Insurance,Customer service representative,,Intermediate,Prefer not to answer,California,Very happy,High School,Widowed,Very satisfied,A few times a week,Always,Never,Far above average,I never work out or exercise,Somewhat desirable,Disagree
881,13385783726.0,Female,45-60,Retail & Consumer Durables,Retail sales associate,,Middle Management,"$0-$9,999",Connecticut,Very happy,High School,"Single, never married",Very satisfied,Every day,Always,Never,Far above average,Every day of the week,Extremely desirable,Strongly disagree
882,13385783319.0,Male,> 60,Entertainment & Leisure,Line supervisor,,Middle Management,"$50,000-$74,999",New Jersey,Neither happy nor unhappy,High School,Married or domestic partnership,Dissatisfied,Less than once a month,Rarely,Never,Below average,I never work out or exercise,Not at all desirable,Strongly agree
883,13385781666.0,Female,30-44,Education,Bookkeeper, Resource manager,Middle Management,"$25,000-$49,999",New Mexico,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Never,Average,Several times per week,Very desirable,Disagree
884,13385780885.0,Female,45-60,Retail & Consumer Durables,Administrative assistant,,Senior Management,"$200,000+",New York,Very happy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Never,Never,Below average,Less than once per week,Not so desirable,Strongly agree
885,13385780864.0,Female,30-44,Transportation & Delivery,Truck Driver,,Entry Level,"$10,000-$24,999",California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Usually,Rarely,Above average,Once per week,Very desirable,Somewhat agree
886,13385780522.0,Female,30-44,Food & Beverages,Marketing specialist, Revenue management,Senior Management,"$175,000-$199,999",California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Sometimes,Sometimes,Average,Several times per week,Somewhat desirable,Somewhat agree
887,13385777361.0,Male,45-60,Food & Beverages,Food preparation worker,,Intermediate,"$25,000-$49,999",New York,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Very dissatisfied,Less than once a month,Rarely,Never,Average,Less than once per week,Somewhat desirable,Strongly agree
888,13385775529.0,Female,> 60,Nonprofit,Office clerk,,Intermediate,"$25,000-$49,999",Massachusetts,Neither happy nor unhappy,Bachelor's Degree,Divorced,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Average,Once per week,Somewhat desirable,Agree
889,13385774973.0,Male,> 60,"Telecommunications, Technology, Internet & Electronics",Software developer,,Owner/Executive/C-Level,"$0-$9,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Very dissatisfied,Less than once a month,Always,Never,Above average,Once per week,Very desirable,Neither agree nor disagree
890,13385774362.0,Female,> 60,Government,Police officer,,Entry Level,Prefer not to answer,Arizona,Somewhat unhappy,High School,Divorced,Satisfied,A few times a week,Usually,Never,Average,Every day of the week,Somewhat desirable,Neither agree nor disagree
891,13385772010.0,Male,18-29,Food & Beverages,Server,,Entry Level,"$50,000-$74,999",Colorado,Very happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,A few times a month,Always,Never,Average,Every day of the week,Very desirable,Strongly agree
892,13385768858.0,Female,18-29,Entertainment & Leisure,Cashier,,Entry Level,"$50,000-$74,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,A few times a week,Usually,Never,Above average,Less than once per week,Somewhat desirable,Somewhat disagree
893,13385766371.0,Female,30-44,"Construction, Machinery, and Homes",Stocking associate,,Owner/Executive/C-Level,"$50,000-$74,999",Kansas,Very happy,High School,Married or domestic partnership,Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Extremely desirable,Strongly agree
894,13385757067.0,Male,> 60,Government,Truck Driver, City Manager,Owner/Executive/C-Level,"$150,000-$174,999",Kentucky,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Dissatisfied,Less than once a month,Always,Never,Average,Once per week,Somewhat desirable,Disagree
895,13385756641.0,Female,45-60,Agriculture,Cashier,,Senior Management,"$0-$9,999",Alabama,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,Every day,Always,Usually,Average,Once per week,Extremely desirable,Strongly agree
896,13385754610.0,Male,45-60,Entertainment & Leisure,Food preparation worker,,Intermediate,"$25,000-$49,999",Maryland,Somewhat happy,Bachelor's Degree,Divorced,Satisfied,A few times a week,Sometimes,Rarely,Below average,Several times per week,Not so desirable,Strongly disagree
897,13385753185.0,Male,18-29,Agriculture,Operations manager,,Senior Management,"$125,000-$149,999",Virginia,Very happy,Master's Degree,Married or domestic partnership,Very satisfied,About once a week,Sometimes,Rarely,Above average,Several times per week,Very desirable,Somewhat disagree
898,13385749755.0,Female,45-60,Education,Operations manager,,Middle Management,"$200,000+",South Carolina,Somewhat happy,Master's Degree,Married or domestic partnership,Very satisfied,A few times a month,Usually,Never,Average,Every day of the week,Somewhat desirable,Strongly disagree
899,13385745445.0,Female,45-60,Healthcare & Pharmaceuticals,Operations manager, Quality and training,Middle Management,"$150,000-$174,999",Virginia,Very happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Average,I never work out or exercise,Not so desirable,Strongly agree
900,13385745407.0,Male,18-29,Food & Beverages,Cashier,,Intermediate,Prefer not to answer,Illinois,Very unhappy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Always,Rarely,Average,Several times per week,Not so desirable,Neither agree nor disagree
901,13385744952.0,Male,45-60,Finance & Financial Services,Administrative assistant,,Middle Management,"$75,000-$99,999",Ohio,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Average,Several times per week,Not so desirable,Somewhat agree
902,13385742434.0,Female,45-60,Nonprofit,Customer service representative, Social worker,Middle Management,"$200,000+",New Jersey,Somewhat happy,Master's Degree,Married or domestic partnership,Dissatisfied,Once a month,Usually,Never,Average,Once per week,Somewhat desirable,Strongly agree
903,13385742184.0,Female,18-29,Transportation & Delivery,Line supervisor, Lead,Intermediate,"$50,000-$74,999",Texas,Neither happy nor unhappy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,Once a month,Rarely,Sometimes,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
904,13385738554.0,Female,18-29,Retail & Consumer Durables,Software developer,,Entry Level,"$100,000-$124,999",California,Somewhat happy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Sometimes,Average,I never work out or exercise,Somewhat desirable,Somewhat agree
905,13385736090.0,Male,30-44,I am currently not employed,Medical assistant, Student for medical program,Other (please specify),"$50,000-$74,999",Oregon,Somewhat happy,Bachelor's Degree,Divorced,Very dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Very desirable,Neither agree nor disagree
906,13385736040.0,Male,45-60,Agriculture,Janitor,,Owner/Executive/C-Level,Prefer not to answer,South Dakota,Very unhappy,Ph.D. or higher,Widowed,Very satisfied,Every day,Never,Always,Far above average,I never work out or exercise,Extremely desirable,Strongly agree
907,13385731886.0,Male,45-60,Government,Electrician,,Intermediate,"$75,000-$99,999",North Carolina,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Satisfied,About once a week,Always,Never,Above average,Once per week,Somewhat desirable,Strongly agree
908,13385729673.0,Male,18-29,Manufacturing,Laborer,,Entry Level,"$175,000-$199,999",Texas,Somewhat happy,High School,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Above average,Once per week,Very desirable,Strongly disagree
909,13385729452.0,Female,45-60,Government,Administrative assistant,,Entry Level,"$100,000-$124,999",North Dakota,Somewhat unhappy,Bachelor's Degree,Divorced,Dissatisfied,Less than once a month,Sometimes,Rarely,Above average,I never work out or exercise,Somewhat desirable,Strongly agree
910,13385729260.0,Female,30-44,Food & Beverages,Cashier,,Middle Management,"$0-$9,999",Mississippi,Very happy,Bachelor's Degree,"Single, never married",Very satisfied,Every day,Always,Usually,Far above average,,Extremely desirable,Strongly agree
911,13385724789.0,Female,30-44,I am currently not employed,Retail sales associate,,Middle Management,"$10,000-$24,999",Kentucky,Very unhappy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Always,Sometimes,Average,I never work out or exercise,Somewhat desirable,Agree
912,13385721352.0,Female,45-60,Advertising & Marketing,Marketing specialist,,Middle Management,"$200,000+",New York,Very unhappy,Master's Degree,"Single, never married",Very dissatisfied,Every day,Never,Always,Far above average,Every day of the week,Extremely desirable,Strongly disagree
913,13385720573.0,Female,45-60,Advertising & Marketing,Cashier,,Owner/Executive/C-Level,"$0-$9,999",Alabama,Very happy,No schooling completed,"Single, never married",Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Extremely desirable,Strongly agree
914,13385720116.0,Male,> 60,I am currently not employed,Software developer,,Other (please specify),"$125,000-$149,999",California,Very happy,Master's Degree,Widowed,Satisfied,A few times a week,Sometimes,Always,Above average,Every day of the week,Somewhat desirable,Strongly disagree
915,13385719259.0,Male,> 60,Government,Office clerk,,Entry Level,"$10,000-$24,999",Oregon,Somewhat happy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
916,13385716597.0,Female,> 60,I am currently not employed,Customer service representative,,Other (please specify),"$10,000-$24,999",California,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
917,13385714623.0,Male,45-60,I am currently not employed,Operations manager,,Other (please specify),"$150,000-$174,999",Oregon,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Very dissatisfied,Less than once a month,Sometimes,Never,Far below average,Less than once per week,Not so desirable,Somewhat disagree
918,13385711880.0,Male,> 60,"Construction, Machinery, and Homes",Operations manager,,Senior Management,"$125,000-$149,999",Pennsylvania,Very happy,Bachelor's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Rarely,Never,Above average,Less than once per week,Very desirable,Neither agree nor disagree
919,13385710517.0,Female,45-60,Healthcare & Pharmaceuticals,Administrative assistant,,Intermediate,"$75,000-$99,999",New Jersey,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Average,Less than once per week,Somewhat desirable,Agree
920,13385706013.0,Female,45-60,Transportation & Delivery,Administrative assistant,,Middle Management,"$25,000-$49,999",South Carolina,Somewhat happy,High School,"Single, never married",Satisfied,A few times a week,Usually,Rarely,Above average,Once per week,Very desirable,Strongly disagree
921,13385703236.0,Female,30-44,Education,Registered nurse,,Intermediate,"$0-$9,999",Connecticut,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,About once a week,Usually,Usually,Above average,Several times per week,Somewhat desirable,Agree
922,13385700477.0,Female,30-44,Agriculture,Laborer,,Intermediate,"$75,000-$99,999",Tennessee,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,About once a week,Sometimes,Never,Above average,Several times per week,Very desirable,Strongly disagree
923,13385698795.0,Male,45-60,Government,Operations manager,,Intermediate,"$125,000-$149,999",New York,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Satisfied,A few times a month,Usually,Never,Above average,Once per week,Somewhat desirable,Somewhat disagree
924,13385692382.0,Male,45-60,Nonprofit,Operations manager, Pastor,Senior Management,"$175,000-$199,999",Oklahoma,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree
925,13385688818.0,Female,18-29,Healthcare & Pharmaceuticals,Medical assistant, Personal care assistant,Entry Level,"$10,000-$24,999",Pennsylvania,Very happy,Trade/Vocation School,"Single, never married",Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Above average,Once per week,Somewhat desirable,Agree
926,13385683856.0,Male,> 60,Advertising & Marketing,Marketing specialist, Content writer,Other (please specify),"$25,000-$49,999",California,Somewhat happy,Bachelor's Degree,Separated,Neither satisfied nor dissatisfied,About once a week,Usually,Never,Average,Several times per week,Somewhat desirable,Strongly agree
927,13385672691.0,Male,> 60,I am currently not employed,Bookkeeper,,Other (please specify),"$75,000-$99,999",Minnesota,Very happy,Master's Degree,Widowed,Satisfied,Less than once a month,Usually,Never,Average,Several times per week,Somewhat desirable,Disagree
928,13385674383.0,Male,18-29,Automotive,Laborer,,Senior Management,"$50,000-$74,999",Pennsylvania,Neither happy nor unhappy,Some High School,"Single, never married",Satisfied,A few times a week,Sometimes,Always,Above average,Less than once per week,Not so desirable,Agree
929,13385672288.0,Male,45-60,Healthcare & Pharmaceuticals,Customer service representative,,Middle Management,"$25,000-$49,999",Indiana,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Sometimes,Average,Once per week,Somewhat desirable,Agree
930,13385671347.0,Male,30-44,Business Support & Logistics,Lawyer,,Intermediate,"$50,000-$74,999",Arizona,Somewhat unhappy,Master's Degree,"Single, never married",Dissatisfied,A few times a week,Rarely,Never,Below average,Several times per week,Not so desirable,Disagree
931,13385665190.0,Male,18-29,Retail & Consumer Durables,Cashier,,Intermediate,Prefer not to answer,New York,Very happy,High School,"Single, never married",Satisfied,Once a month,Sometimes,Rarely,Far above average,Several times per week,Very desirable,Agree
932,13385664246.0,Female,45-60,Food & Beverages,Retail sales associate,,Entry Level,"$0-$9,999",Illinois,Neither happy nor unhappy,High School,Divorced,Neither satisfied nor dissatisfied,A few times a week,Usually,Usually,Above average,Less than once per week,Very desirable,Neither agree nor disagree
933,13385663685.0,Female,30-44,Food & Beverages,Food preparation worker,,Intermediate,"$50,000-$74,999",Florida,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,Once a month,Usually,Sometimes,Above average,Several times per week,Somewhat desirable,Agree
934,13385658178.0,Male,18-29,Government,Laborer, Clean Water Specialist-Regulation,Intermediate,"$25,000-$49,999",Pennsylvania,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,A few times a month,Usually,Never,Above average,Several times per week,Somewhat desirable,Somewhat disagree
935,13385657183.0,Female,45-60,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,"$25,000-$49,999",Indiana,Neither happy nor unhappy,Trade/Vocation School,Married or domestic partnership,Very satisfied,A few times a week,Always,Rarely,Average,Once per week,Somewhat desirable,Neither agree nor disagree
936,13385657147.0,Female,45-60,Retail & Consumer Durables,Cashier,,Entry Level,"$50,000-$74,999",North Carolina,Very happy,High School,"Single, never married",Very satisfied,A few times a week,Always,Rarely,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
937,13385651301.0,Female,30-44,Education,Administrative assistant, Teacher aide,Intermediate,"$75,000-$99,999",Pennsylvania,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a month,Always,Never,Average,Once per week,Not so desirable,Strongly agree
938,13385648373.0,Male,45-60,Education,Laborer, Teacher,Intermediate,"$125,000-$149,999",Arizona,Somewhat happy,Ph.D. or higher,Divorced,Dissatisfied,Less than once a month,Usually,Never,Average,Every day of the week,Very desirable,Disagree
939,13385648291.0,Female,30-44,Healthcare & Pharmaceuticals,Customer service representative,,Intermediate,"$25,000-$49,999",Arizona,Somewhat unhappy,High School,Divorced,Very satisfied,Every day,Usually,Never,Far above average,Several times per week,Extremely desirable,Strongly disagree
940,13385645095.0,Female,18-29,Advertising & Marketing,Cashier,,Owner/Executive/C-Level,Prefer not to answer,California,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Very satisfied,Every day,Usually,Usually,Below average,Several times per week,Extremely desirable,Somewhat agree
941,13385636357.0,Male,45-60,Insurance,Customer service representative,,Intermediate,"$100,000-$124,999",Hawaii,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Strongly disagree
942,13385636828.0,Female,45-60,Retail & Consumer Durables,Customer service representative,,Senior Management,"$100,000-$124,999",Pennsylvania,Very happy,Bachelor's Degree,Divorced,Satisfied,A few times a month,Always,Sometimes,Average,Every day of the week,Very desirable,Agree
943,13385636777.0,Male,45-60,Entertainment & Leisure,Operations manager,,Senior Management,"$100,000-$124,999",Virginia,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Dissatisfied,Less than once a month,Always,Never,Average,Less than once per week,Not so desirable,Neither agree nor disagree
944,13385636154.0,Female,45-60,Education,Administrative assistant, Teacher,Middle Management,"$75,000-$99,999",Florida,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
945,13385636095.0,Male,> 60,Automotive,Mechanic, Engineer,Other (please specify),"$10,000-$24,999",Kentucky,Neither happy nor unhappy,Bachelor's Degree,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Once per week,Somewhat desirable,Strongly agree
946,13385635077.0,Male,18-29,Food & Beverages,Customer service representative,,Senior Management,"$100,000-$124,999",Connecticut,Somewhat happy,Ph.D. or higher,"Single, never married",Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree
947,13385629952.0,Male,> 60,Finance & Financial Services,Marketing specialist, Trader,Other (please specify),"$75,000-$99,999",New York,Very happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Every day of the week,Not so desirable,Neither agree nor disagree
948,13385627259.0,Female,45-60,"Telecommunications, Technology, Internet & Electronics",Administrative assistant,,Middle Management,"$50,000-$74,999",California,Neither happy nor unhappy,High School,Married or domestic partnership,Dissatisfied,Less than once a month,Never,Rarely,Above average,Once per week,Somewhat desirable,Agree
949,13385626881.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Administrative assistant,,Intermediate,"$75,000-$99,999",California,Very happy,Bachelor's Degree,"Single, never married",Very satisfied,Every day,Always,Never,Far above average,Every day of the week,Extremely desirable,Strongly disagree
950,13385620808.0,Female,> 60,I am currently not employed,Administrative assistant,,Entry Level,"$50,000-$74,999",Florida,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Far above average,I never work out or exercise,Somewhat desirable,Agree
951,13385619857.0,Female,45-60,Insurance,Customer service representative,,Entry Level,"$25,000-$49,999",Colorado,Somewhat happy,Bachelor's Degree,"Single, never married",Very satisfied,Less than once a month,Always,Never,Average,Several times per week,Somewhat desirable,Disagree
952,13385614691.0,Male,45-60,Government,Laborer, Firefighter,Middle Management,"$75,000-$99,999",Kentucky,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Average,Less than once per week,Somewhat desirable,Neither agree nor disagree
953,13385613207.0,Female,18-29,Agriculture,Cashier,,Middle Management,"$10,000-$24,999",Georgia,Neither happy nor unhappy,High School,"Single, never married",Satisfied,Every day,Rarely,Usually,Average,Less than once per week,Extremely desirable,Agree
954,13385610631.0,Male,> 60,"Construction, Machinery, and Homes",Mechanic,,Middle Management,"$25,000-$49,999",Michigan,Somewhat happy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
955,13385610295.0,Male,45-60,Transportation & Delivery,Laborer,,Owner/Executive/C-Level,"$50,000-$74,999",Texas,Very happy,High School,Married or domestic partnership,Very satisfied,A few times a week,Usually,Rarely,Above average,I never work out or exercise,Somewhat desirable,Agree
956,13385609456.0,Male,30-44,Real Estate,Operations manager,,Senior Management,"$100,000-$124,999",New Jersey,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Dissatisfied,Once a month,Always,Never,Average,Less than once per week,Not at all desirable,Agree
957,13385603943.0,Female,18-29,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,Prefer not to answer,Arkansas,Somewhat happy,Master's Degree,"Single, never married",Satisfied,A few times a month,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Neither agree nor disagree
958,13385598910.0,Female,18-29,Finance & Financial Services,Customer service representative,,Middle Management,"$10,000-$24,999",Virginia,Neither happy nor unhappy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
959,13385597283.0,Male,30-44,Healthcare & Pharmaceuticals,Administrative assistant,,Middle Management,"$10,000-$24,999",Washington,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Never,Never,Average,Less than once per week,Somewhat desirable,Disagree
960,13385591300.0,Female,45-60,Food & Beverages,Server,,Middle Management,"$100,000-$124,999",Hawaii,Very happy,High School,Married or domestic partnership,Satisfied,Once a month,Always,Never,Average,Less than once per week,Somewhat desirable,Somewhat agree
961,13385590598.0,Female,> 60,Finance & Financial Services,Office clerk,,Entry Level,"$10,000-$24,999",Massachusetts,Neither happy nor unhappy,High School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Rarely,Below average,Less than once per week,Not so desirable,Neither agree nor disagree
962,13385581055.0,Female,45-60,Education,Administrative assistant, Counselor,Middle Management,"$50,000-$74,999",Texas,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Very satisfied,Every day,Always,Never,Above average,I never work out or exercise,Somewhat desirable,Disagree
963,13385574976.0,Male,45-60,Transportation & Delivery,Laborer,,Intermediate,"$50,000-$74,999",New York,Very happy,High School,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Far above average,Several times per week,Somewhat desirable,Agree
964,13385570833.0,Female,30-44,Education,Operations manager, Teacher,Owner/Executive/C-Level,"$50,000-$74,999",Connecticut,Very happy,Master's Degree,Married or domestic partnership,Satisfied,About once a week,Sometimes,Sometimes,Average,Less than once per week,Somewhat desirable,Strongly disagree
965,13385569253.0,Male,18-29,Entertainment & Leisure,Cashier,,Other (please specify),"$10,000-$24,999",Texas,Very happy,High School,Married or domestic partnership,Very satisfied,Every day,Always,Never,Far above average,Every day of the week,Extremely desirable,Neither agree nor disagree
966,13385562875.0,Male,> 60,Retail & Consumer Durables,Retail sales associate,,Senior Management,"$25,000-$49,999",California,Somewhat happy,High School,Married or domestic partnership,Dissatisfied,Less than once a month,Always,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
967,13385559002.0,Female,18-29,Advertising & Marketing,Cashier,,Owner/Executive/C-Level,"$125,000-$149,999",Alabama,Neither happy nor unhappy,Bachelor's Degree,Widowed,Satisfied,Once a month,Sometimes,Sometimes,Above average,Every day of the week,Extremely desirable,Strongly agree
968,13385557237.0,Male,30-44,Government,Office clerk, Military,Middle Management,"$100,000-$124,999",Texas,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Once a month,Usually,Never,Average,Less than once per week,Somewhat desirable,Somewhat disagree
969,13385557203.0,Female,45-60,Education,Cashier,,Intermediate,"$25,000-$49,999",Louisiana,Somewhat happy,Bachelor's Degree,Divorced,Satisfied,A few times a week,Sometimes,Sometimes,Far above average,Once per week,Somewhat desirable,Disagree
970,13385553758.0,Female,30-44,I am currently not employed,Food preparation worker,,Other (please specify),"$25,000-$49,999",Washington,Very happy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Average,Less than once per week,Not so desirable,Neither agree nor disagree
971,13385551346.0,Female,18-29,"Telecommunications, Technology, Internet & Electronics",Retail sales associate,,Owner/Executive/C-Level,"$10,000-$24,999",North Dakota,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Very satisfied,Every day,Usually,Never,Far above average,Several times per week,Not so desirable,Strongly agree
972,13385551121.0,Male,45-60,I am currently not employed,Janitor,,Entry Level,"$10,000-$24,999",California,Neither happy nor unhappy,Trade/Vocation School,"Single, never married",Very dissatisfied,Less than once a month,Always,Never,Below average,Once per week,Not so desirable,Strongly agree
973,13385550998.0,Female,18-29,Healthcare & Pharmaceuticals,Customer service representative,,Intermediate,"$25,000-$49,999",Washington,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Never,Never,Average,Less than once per week,Not so desirable,Somewhat disagree
974,13385550054.0,Male,30-44,"Construction, Machinery, and Homes",Stocking associate,,Senior Management,"$25,000-$49,999",New Jersey,Somewhat happy,Bachelor's Degree,"Single, never married",Very dissatisfied,Less than once a month,Never,Never,Far below average,Every day of the week,Not so desirable,Strongly agree
975,13385549023.0,Male,> 60,Food & Beverages,Food preparation worker,,Senior Management,"$25,000-$49,999",Massachusetts,Somewhat happy,High School,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Average,Once per week,Very desirable,Somewhat agree
976,13385545282.0,Female,45-60,Government,Operations manager,,Middle Management,"$100,000-$124,999",Indiana,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Far above average,Less than once per week,Somewhat desirable,Strongly agree
977,13385540606.0,Female,18-29,Business Support & Logistics,Administrative assistant,,Other (please specify),"$100,000-$124,999",Texas,Somewhat happy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Every day of the week,Somewhat desirable,Neither agree nor disagree
978,13385538130.0,Male,30-44,Advertising & Marketing,Marketing specialist,,Intermediate,"$50,000-$74,999",Oregon,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Somewhat desirable,Strongly disagree
979,13385536554.0,Female,> 60,I am currently not employed,Customer service representative,,Other (please specify),"$50,000-$74,999",Nevada,Neither happy nor unhappy,High School,Married or domestic partnership,Satisfied,A few times a month,Rarely,Always,Average,I never work out or exercise,Very desirable,Neither agree nor disagree
980,13385536305.0,Female,18-29,Education,Laborer,,Middle Management,"$125,000-$149,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,A few times a month,Sometimes,Sometimes,Above average,Several times per week,Somewhat desirable,Somewhat agree
981,13385536255.0,Female,18-29,Finance & Financial Services,Administrative assistant,,Senior Management,"$50,000-$74,999",California,Very happy,Bachelor's Degree,"Single, never married",Very satisfied,About once a week,Rarely,Usually,Average,I never work out or exercise,Somewhat desirable,Disagree
982,13385534039.0,Male,45-60,Retail & Consumer Durables,Operations manager,,Middle Management,"$75,000-$99,999",Texas,Neither happy nor unhappy,Bachelor's Degree,Widowed,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
