Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job? ,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13363333509,415544481,02/28/2022 06:34:43 PM,02/28/2022 06:36:14 PM,,,,,5997dbccb20cd7e8d9df4ef7c6,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,,Intermediate,,California,Somewhat happy,High School,"Single, never married",Female,,Satisfied,Once a month,Always,Never,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Female,Pacific,iOS Phone / Tablet,18-29
13363333213,415544481,02/28/2022 06:34:34 PM,02/28/2022 06:36:09 PM,,,,,4ee11485d284cf0ecbbdcead08,smc,,,,Retail & Consumer Durables,Retail sales associate,,Middle Management,,Arkansas,Somewhat happy,High School,"Single, never married",Female,,Satisfied,A few times a week,Usually,Never,Above average,I never work out or exercise,Somewhat desirable,Somewhat agree,"$25,000-$49,999",Female,West South Central,iOS Phone / Tablet,30-44
13363332345,415544481,02/28/2022 06:34:42 PM,02/28/2022 06:35:53 PM,,,,,3720b9f017f47ae56373d720b3,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,,District of Columbia (DC),Somewhat unhappy,Bachelor's Degree,"Single, never married",Male,,Dissatisfied,Less than once a month,Rarely,Never,Average,Less than once per week,Very desirable,Neither agree nor disagree,Prefer not to answer,Male,South Atlantic,Android Phone / Tablet,30-44
13363330511,415544481,02/28/2022 06:28:31 PM,02/28/2022 06:35:12 PM,,,,,9381a73ab6fe2db5ef9dc492b3,smc,,,,I am currently not employed,Customer service representative,retirement now,Entry Level,,Ohio,Very happy,High School,Married or domestic partnership,Female,,Very satisfied,Every day,Always,Never,Above average,Once per week,Very desirable,Neither agree nor disagree,"$25,000-$49,999",Female,East North Central,Android Phone / Tablet,> 60
13363328701,415544481,02/28/2022 06:33:01 PM,02/28/2022 06:34:34 PM,,,,,4662edfe66ee22761cd89aadd9,smc,,,,Automotive,Operations manager,,Senior Management,,Kentucky,Very happy,Trade/Vocation School,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Above average,Once per week,Somewhat desirable,Agree,"$0-$9,999",Male,East South Central,Android Phone / Tablet,45-60
13363326555,415544481,02/28/2022 06:33:09 PM,02/28/2022 06:33:50 PM,,,,,1607f8def7a2d7eed0cd4a7ed9,smc,,,,Entertainment & Leisure,Stocking associate,,Senior Management,,Delaware,Neither happy nor unhappy,Some High School,Widowed,Female,,Satisfied,A few times a week,Usually,Sometimes,Above average,Several times per week,Extremely desirable,Agree,"$25,000-$49,999",Female,Middle Atlantic,Android Phone / Tablet,30-44
13363325696,415544481,02/28/2022 06:33:03 PM,02/28/2022 06:33:32 PM,,,,,13442030d4a0fc03a0dec84016,smc,,,,Finance & Financial Services,Customer service representative,,Middle Management,,Connecticut,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Usually,Usually,Above average,Once per week,Somewhat desirable,Agree,"$100,000-$124,999",Female,New England,iOS Phone / Tablet,30-44
13363318688,415544481,02/28/2022 06:29:17 PM,02/28/2022 06:31:03 PM,,,,,4592c0465e670115c97246c549,smc,,,,Manufacturing,Laborer,,Entry Level,,Texas,Neither happy nor unhappy,High School,Divorced,Male,,Neither satisfied nor dissatisfied,About once a week,Always,Never,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Male,West South Central,iOS Phone / Tablet,45-60
13363318558,415544481,02/28/2022 06:28:07 PM,02/28/2022 06:31:01 PM,,,,,b09da8b8b3490e9311f50de9a6,smc,,,,Healthcare & Pharmaceuticals,Laborer,,Entry Level,,North Carolina,Somewhat happy,High School,Widowed,Female,,Satisfied,A few times a month,Rarely,Sometimes,Average,Once per week,Somewhat desirable,Agree,"$10,000-$24,999",Female,South Atlantic,Android Phone / Tablet,> 60
13363317700,415544481,02/28/2022 06:28:05 PM,02/28/2022 06:30:40 PM,,,,,ceb7f58a5139965ab035d51e26,smc,,,,I am currently not employed,Office clerk,Retired,Other (please specify),Retired,New York,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,I never work out or exercise,Somewhat desirable,Strongly agree,"$150,000-$174,999",Female,Middle Atlantic,iOS Phone / Tablet,> 60
13363312918,415544481,02/28/2022 06:25:56 PM,02/28/2022 06:28:45 PM,,,,,bc4270e562b73c9890db3e1adc,smc,,,,I am currently not employed,Operations manager,stay at home mom,Other (please specify),n/a,Missouri,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Usually,Never,Average,Several times per week,Very desirable,Agree,"$75,000-$99,999",Female,West North Central,Android Phone / Tablet,30-44
13363310557,415544481,02/28/2022 06:25:54 PM,02/28/2022 06:27:46 PM,,,,,5a6099367afdd055088cb10bb4,smc,,,,Insurance,Customer service representative,,Entry Level,,Texas,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Average,Several times per week,Not so desirable,Disagree,"$50,000-$74,999",Male,West South Central,iOS Phone / Tablet,45-60
13363305101,415544481,02/28/2022 06:21:37 PM,02/28/2022 06:25:35 PM,,,,,a42505f9b797e95d6ce8b1dc9e,smc,,,,Education,Bookkeeper,,Intermediate,,Missouri,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Once a month,Sometimes,Sometimes,Average,Several times per week,Not so desirable,Neither agree nor disagree,"$100,000-$124,999",Female,West North Central,iOS Phone / Tablet,45-60
13363304750,415544481,02/28/2022 06:22:25 PM,02/28/2022 06:25:23 PM,,,,,7286d646a355b23d4c22605ed3,smc,,,,"Telecommunications, Technology, Internet & Electronics",Electrician,,Senior Management,,New York,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Usually,Far above average,Every day of the week,Extremely desirable,Strongly agree,"$150,000-$174,999",Male,Middle Atlantic,Android Phone / Tablet,30-44
13363304668,415544481,02/28/2022 06:20:46 PM,02/28/2022 06:25:25 PM,,,,,c870a9d234d716ddf02fca1d11,smc,,,,Government,Customer service representative,,Entry Level,,Wisconsin,Somewhat happy,Trade/Vocation School,Divorced,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Above average,Less than once per week,Somewhat desirable,Somewhat disagree,"$50,000-$74,999",Male,East North Central,iOS Phone / Tablet,30-44
13363302645,415544481,02/28/2022 06:22:46 PM,02/28/2022 06:24:35 PM,,,,,a6da79cf186670df2133d907d8,smc,,,,"Construction, Machinery, and Homes",Operations manager,,Senior Management,,California,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Always,Rarely,Average,Several times per week,Very desirable,Disagree,"$175,000-$199,999",Male,Pacific,Android Phone / Tablet,45-60
13363300192,415544481,02/28/2022 06:19:37 PM,02/28/2022 06:23:38 PM,,,,,5530d9585e5b785cf7a4c08334,smc,,,,I am currently not employed,Line supervisor,,Entry Level,,Illinois,Neither happy nor unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Rarely,Below average,Once per week,Somewhat desirable,Neither agree nor disagree,"$100,000-$124,999",Female,East North Central,iOS Phone / Tablet,18-29
13363297679,415544481,02/28/2022 06:20:40 PM,02/28/2022 06:22:38 PM,,,,,4392da8dcb30480cfbea6113b3,smc,,,,Retail & Consumer Durables,Cashier,,Intermediate,,California,Very happy,Bachelor's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Rarely,Always,Far below average,Once per week,Not at all desirable,Agree,"$50,000-$74,999",Female,Pacific,iOS Phone / Tablet,30-44
13363296930,415544481,02/28/2022 06:19:29 PM,02/28/2022 06:22:19 PM,,,,,391b23479cd1db34f46fab4d2d,smc,,,,Retail & Consumer Durables,Retail sales associate,,Middle Management,,California,Somewhat unhappy,High School,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Sometimes,Rarely,Above average,Several times per week,Not so desirable,Agree,"$50,000-$74,999",Male,Pacific,Android Phone / Tablet,45-60
13363294898,415544481,02/28/2022 06:19:29 PM,02/28/2022 06:21:34 PM,,,,,01174169ef4f6bbd61bfdcedb9,smc,,,,Retail & Consumer Durables,Stocking associate,,Entry Level,,Pennsylvania,Neither happy nor unhappy,High School,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Usually,Never,Above average,Less than once per week,Not so desirable,Disagree,"$75,000-$99,999",Male,Middle Atlantic,iOS Phone / Tablet,45-60
13363292692,415544481,02/28/2022 06:19:14 PM,02/28/2022 06:20:39 PM,,,,,80f54f233112a75bc70d4b7250,smc,,,,Retail & Consumer Durables,Customer service representative,,Intermediate,,Utah,Somewhat happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a week,Always,Rarely,Above average,Once per week,Somewhat desirable,Agree,"$50,000-$74,999",Female,,Android Phone / Tablet,30-44
13363290273,415544481,02/28/2022 06:17:46 PM,02/28/2022 06:20:13 PM,,,,,1f5a4d9578a966cbf05b254d12,smc,,,,I am currently not employed,Office clerk,retired,Entry Level,,Washington,Neither happy nor unhappy,Trade/Vocation School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Several times per week,Very desirable,Neither agree nor disagree,"$75,000-$99,999",Female,Pacific,Windows Desktop / Laptop,> 60
13363291036,415544481,02/28/2022 06:14:40 PM,02/28/2022 06:19:59 PM,,,,,cab2f3b52bd6f1cc9d7408de3b,smc,,,,Retail & Consumer Durables,Operations manager,Owner e-commerce,Owner/Executive/C-Level,,Tennessee,Very happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a week,Always,Rarely,Far above average,Once per week,Very desirable,Somewhat agree,"$25,000-$49,999",Female,East South Central,Android Phone / Tablet,45-60
13363289094,415544481,02/28/2022 06:16:25 PM,02/28/2022 06:19:13 PM,,,,,7bdbe7f1362a48d6e4507eba40,smc,,,,Retail & Consumer Durables,Retail sales associate,,Middle Management,,Nebraska,Somewhat unhappy,High School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,About once a week,Usually,Rarely,Average,Less than once per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Male,West North Central,iOS Phone / Tablet,> 60
13363286301,415544481,02/28/2022 06:14:53 PM,02/28/2022 06:18:08 PM,,,,,232456d34d95ca58c01810f517,smc,,,,Airlines & Aerospace (including Defense),Mechanic,mechanical engineer,Intermediate,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Always,Never,Average,Several times per week,Somewhat desirable,Somewhat agree,"$200,000+",Male,Pacific,Android Phone / Tablet,45-60
13363281328,415544481,02/28/2022 06:11:26 PM,02/28/2022 06:16:09 PM,,,,,7aba2ce8ffaa6e8e91731a2528,smc,,,,I am currently not employed,Administrative assistant,stay home,Other (please specify),none,California,Somewhat unhappy,High School,Divorced,Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Rarely,Average,I never work out or exercise,Not at all desirable,Neither agree nor disagree,"$0-$9,999",Female,Pacific,Android Phone / Tablet,45-60
13363280865,415544481,02/28/2022 06:14:36 PM,02/28/2022 06:16:06 PM,,,,,da46763b4900e5d63128bbcff1,smc,,,,I am currently not employed,Customer service representative,,Other (please specify),retired,Missouri,Very unhappy,High School,Widowed,Female,,Very dissatisfied,Less than once a month,Usually,Rarely,Far above average,I never work out or exercise,Not at all desirable,Neither agree nor disagree,"$0-$9,999",Female,West North Central,Android Phone / Tablet,> 60
13363280007,415544481,02/28/2022 06:11:45 PM,02/28/2022 06:15:43 PM,,,,,87f9aa1a0173da5a702661d9a3,smc,,,,Education,Administrative assistant,Teachers assistant,Entry Level,,Minnesota,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,West North Central,iOS Phone / Tablet,45-60
13363273162,415544481,02/28/2022 06:11:12 PM,02/28/2022 06:13:14 PM,,,,,1872c9ea691157e315da54157b,smc,,,,Food & Beverages,Line supervisor,,Entry Level,,California,Somewhat unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Sometimes,Average,Once per week,Somewhat desirable,Somewhat agree,"$50,000-$74,999",Female,Pacific,Android Phone / Tablet,18-29
13363270209,415544481,02/28/2022 06:10:31 PM,02/28/2022 06:12:12 PM,,,,,994f88790d0ab19d3f59161692,smc,,,,Finance & Financial Services,Office clerk,,Entry Level,,California,Somewhat unhappy,High School,Married or domestic partnership,Male,,Very satisfied,A few times a week,Usually,Rarely,Above average,I never work out or exercise,Not at all desirable,Strongly disagree,"$25,000-$49,999",Female,Pacific,iOS Phone / Tablet,30-44
13363267851,415544481,02/28/2022 06:09:33 PM,02/28/2022 06:11:24 PM,,,,,b3bdc1b1b17ac3b1dd70f63d13,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,,Middle Management,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Dissatisfied,Once a month,Usually,Sometimes,Above average,Once per week,Not so desirable,Somewhat disagree,"$200,000+",Male,Pacific,iOS Phone / Tablet,45-60
13363264923,415544481,02/28/2022 06:07:46 PM,02/28/2022 06:10:23 PM,,,,,edcb213aaa1748a3d74895b621,smc,,,,Food & Beverages,Operations manager,,Senior Management,,Texas,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,Every day,Always,Never,Average,Several times per week,Somewhat desirable,Disagree,"$50,000-$74,999",Female,West South Central,iOS Phone / Tablet,18-29
13363258827,415544481,02/28/2022 06:06:48 PM,02/28/2022 06:08:20 PM,,,,,1a4ad36465df9eae9f78d9db68,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,,New York,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Less than once per week,Somewhat desirable,Agree,"$75,000-$99,999",Male,Middle Atlantic,Android Phone / Tablet,18-29
13363257502,415544481,02/28/2022 06:06:49 PM,02/28/2022 06:07:54 PM,,,,,9115f6f7683b52a7540400d2b8,smc,,,,Manufacturing,Line supervisor,,Entry Level,,California,Somewhat happy,High School,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Very desirable,Somewhat agree,"$100,000-$124,999",Male,Pacific,iOS Phone / Tablet,30-44
13363253102,415544481,02/28/2022 06:03:58 PM,02/28/2022 06:06:28 PM,,,,,b2a7a3c9f6a3cb6a3808801146,smc,,,,Retail & Consumer Durables,Retail sales associate,,Intermediate,,Florida,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Satisfied,Every day,Always,Never,Average,Once per week,Very desirable,Neither agree nor disagree,"$10,000-$24,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363252224,415544481,02/28/2022 06:04:36 PM,02/28/2022 06:06:11 PM,,,,,40f6d8992fe7604e90f5aa242b,smc,,,,Nonprofit,Administrative assistant,,Entry Level,,New York,Neither happy nor unhappy,Bachelor's Degree,Separated,Female,,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Above average,Several times per week,Very desirable,Strongly disagree,"$50,000-$74,999",Female,Middle Atlantic,iOS Phone / Tablet,30-44
13363250827,415544481,02/28/2022 06:03:41 PM,02/28/2022 06:05:42 PM,,,,,b56a86d89697ba2fcd575e8463,smc,,,,I am currently not employed,Administrative assistant,,Other (please specify),Retired,Arizona,Very happy,Bachelor's Degree,Widowed,Female,,Very satisfied,Less than once a month,Never,Never,Below average,Several times per week,Somewhat desirable,Strongly disagree,"$25,000-$49,999",Female,Mountain,iOS Phone / Tablet,> 60
13363250469,415544481,02/28/2022 06:01:52 PM,02/28/2022 06:05:35 PM,,,,,7064f6503eea9bb2f03b9fcbc5,smc,,,,I am currently not employed,Bookkeeper,Retired,Other (please specify),Retired,Delaware,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Average,Several times per week,Very desirable,Neither agree nor disagree,Prefer not to answer,Female,South Atlantic,iOS Phone / Tablet,> 60
13363249617,415544481,02/28/2022 06:02:43 PM,02/28/2022 06:05:20 PM,,,,,e04033edf6ce09345dede587bb,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,computer hardware engineer,Intermediate,,California,Neither happy nor unhappy,Master's Degree,Divorced,Male,,Dissatisfied,Less than once a month,Always,Never,Average,Once per week,Very desirable,Strongly agree,"$200,000+",Male,Pacific,Android Phone / Tablet,45-60
13363248689,415544481,02/28/2022 06:02:46 PM,02/28/2022 06:05:00 PM,,,,,5359600f0852783d896ce845c2,smc,,,,I am currently not employed,Janitor,homemaker,Entry Level,,Indiana,Neither happy nor unhappy,High School,Married or domestic partnership,Male,,Dissatisfied,A few times a month,Always,Never,Average,Once per week,Somewhat desirable,Disagree,"$75,000-$99,999",Male,East North Central,Android Phone / Tablet,30-44
13363246964,415544481,02/28/2022 06:01:54 PM,02/28/2022 06:04:26 PM,,,,,7f8ac35882bcedc5595303e1cb,smc,,,,I am currently not employed,Medical assistant,,Intermediate,,Virginia,Neither happy nor unhappy,Trade/Vocation School,Divorced,Female,,Dissatisfied,Less than once a month,Sometimes,Sometimes,Above average,Several times per week,Somewhat desirable,Disagree,"$10,000-$24,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363246919,415544481,02/28/2022 06:02:10 PM,02/28/2022 06:04:26 PM,,,,,b9ea34f0d436259139778e7efa,smc,,,,I am currently not employed,Software developer,,Other (please specify),disabled,Louisiana,Neither happy nor unhappy,Trade/Vocation School,Divorced,Male,,Very satisfied,A few times a week,Usually,Never,Above average,Less than once per week,Very desirable,Strongly disagree,"$50,000-$74,999",Male,West South Central,Android Phone / Tablet,45-60
13363246065,415544481,02/28/2022 06:01:54 PM,02/28/2022 06:04:07 PM,,,,,3c66b9242b6b5517a8b6b23d68,smc,,,,Nonprofit,Customer service representative,,Intermediate,,Missouri,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Female,,Dissatisfied,Less than once a month,Sometimes,Never,Average,Less than once per week,Not at all desirable,Agree,"$100,000-$124,999",Female,West North Central,iOS Phone / Tablet,> 60
13363245230,415544481,02/28/2022 06:00:31 PM,02/28/2022 06:03:52 PM,,,,,efd2eb5a1400ca46b5fdf248fd,smc,,,,Business Support & Logistics,Marketing specialist,Analyst,Intermediate,,Florida,Very happy,Bachelor's Degree,"Single, never married",Male,,Dissatisfied,Less than once a month,,,Far above average,Less than once per week,Extremely desirable,Strongly agree,Prefer not to answer,Male,Middle Atlantic,iOS Phone / Tablet,30-44
13363244896,415544481,02/28/2022 06:01:17 PM,02/28/2022 06:03:47 PM,,,,,f32606db40e06b3853c1d169da,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,medical dosimetrist,Intermediate,,Georgia,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Once per week,Not so desirable,Agree,"$25,000-$49,999",Male,South Atlantic,Android Phone / Tablet,> 60
13363243182,415544481,02/28/2022 06:01:35 PM,02/28/2022 06:03:07 PM,,,,,dcbf01d36a00f9e3f95b16eb2f,smc,,,,Food & Beverages,Cashier,,Intermediate,,Florida,Very happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a month,Usually,Rarely,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Female,South Atlantic,Android Phone / Tablet,30-44
13363243036,415544481,02/28/2022 06:01:29 PM,02/28/2022 06:03:05 PM,,,,,b51f1cb93a1dcc603af858232b,smc,,,,"Telecommunications, Technology, Internet & Electronics",Customer service representative,,Intermediate,,Illinois,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a month,Rarely,Sometimes,Above average,Once per week,Somewhat desirable,Strongly agree,"$25,000-$49,999",Female,East North Central,iOS Phone / Tablet,30-44
13363242844,415544481,02/28/2022 06:01:25 PM,02/28/2022 06:03:01 PM,,,,,8e54fb27c87ed4a96750ed4812,smc,,,,Education,Administrative assistant,,Intermediate,,Georgia,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Always,Rarely,Average,Once per week,Somewhat desirable,Strongly agree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13363240342,415544481,02/28/2022 05:49:53 PM,02/28/2022 06:02:07 PM,,,,,27c09e03ff5e07972fcfdaabf8,smc,,,,Food & Beverages,Food preparation worker,baker,Owner/Executive/C-Level,,Maryland,Very happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a month,Usually,Never,Above average,Less than once per week,Not so desirable,Strongly disagree,"$75,000-$99,999",Female,South Atlantic,Android Phone / Tablet,30-44
13363236873,415544481,02/28/2022 05:58:04 PM,02/28/2022 06:00:47 PM,,,,,b43e4cda4ebd6d797e21c5b863,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,speech language pathologist,Other (please specify),"masters degree is entry level, I supervise 1 other clinician plus my own clinical responsibilities",California,Somewhat happy,Master's Degree,"Single, never married",Female,,Dissatisfied,A few times a month,Never,Never,Above average,Once per week,Very desirable,Strongly agree,"$0-$9,999",Female,Pacific,Android Phone / Tablet,18-29
13363231022,415544481,02/28/2022 05:54:55 PM,02/28/2022 05:59:10 PM,,,,,7e2be8b39cd1d2eb39e651f507,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Education - Pharmacy,Intermediate,,Wisconsin,Very happy,High School,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Rarely,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$100,000-$124,999",Male,East North Central,Windows Desktop / Laptop,45-60
13363230458,415544481,02/28/2022 05:55:24 PM,02/28/2022 05:58:18 PM,,,,,b698616ae7eff79c7d3cf2e8ea,smc,,,,Education,Medical assistant,,Entry Level,,Florida,Very happy,Trade/Vocation School,Married or domestic partnership,Female,,Very satisfied,A few times a month,Usually,Never,Far above average,Once per week,Extremely desirable,Disagree,"$10,000-$24,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363228114,415544481,02/28/2022 05:55:30 PM,02/28/2022 05:57:26 PM,,,,,029255972e927b0eb955e892cc,smc,,,,Manufacturing,Operations manager,,Middle Management,,Washington,Very unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a week,Always,Never,Below average,Less than once per week,Not so desirable,Neither agree nor disagree,"$100,000-$124,999",Male,Pacific,Android Phone / Tablet,30-44
13363218972,415544481,02/28/2022 05:51:13 PM,02/28/2022 05:53:53 PM,,,,,fc77b604baae24714759061dae,smc,,,,Advertising & Marketing,Food preparation worker,,Middle Management,,Arkansas,Somewhat happy,Ph.D. or higher,Separated,Female,,Very dissatisfied,Less than once a month,Rarely,Rarely,Far above average,Every day of the week,Very desirable,Agree,"$100,000-$124,999",Female,Middle Atlantic,Android Phone / Tablet,45-60
13363217496,415544481,02/28/2022 05:51:29 PM,02/28/2022 05:53:19 PM,,,,,6c71257b8e35e1c1b67005fd06,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,,Middle Management,,Florida,Very happy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Less than once a month,Never,Sometimes,Average,Once per week,Very desirable,Strongly agree,"$50,000-$74,999",Male,South Atlantic,iOS Phone / Tablet,> 60
13363217476,415544481,02/28/2022 05:50:36 PM,02/28/2022 05:53:20 PM,,,,,37c1feb30747a0402889626105,smc,,,,Education,Medical assistant,"psychologist, researcher, evaluator",Intermediate,,Maryland,Neither happy nor unhappy,Ph.D. or higher,Married or domestic partnership,Female,,Satisfied,A few times a week,Sometimes,Never,Above average,Several times per week,Somewhat desirable,Strongly disagree,"$25,000-$49,999",Female,South Atlantic,Android Phone / Tablet,30-44
13363216506,415544481,02/28/2022 05:48:02 PM,02/28/2022 05:52:57 PM,,,,,1be68400f2c05f584a9a9bcd37,smc,,,,I am currently not employed,Laborer,,Entry Level,,Kentucky,Neither happy nor unhappy,Bachelor's Degree,Divorced,Female,,Dissatisfied,Less than once a month,Usually,Sometimes,Above average,I never work out or exercise,Very desirable,Strongly disagree,"$0-$9,999",Female,East South Central,iOS Phone / Tablet,> 60
13363214772,415544481,02/28/2022 05:51:10 PM,02/28/2022 05:52:16 PM,,,,,ea04eba0ca813163418e05202d,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,,Senior Management,,New York,Somewhat unhappy,Master's Degree,Married or domestic partnership,Female,,Very satisfied,Every day,Always,Never,Far above average,Every day of the week,Extremely desirable,Strongly agree,"$75,000-$99,999",Female,Middle Atlantic,Android Phone / Tablet,45-60
13363213621,415544481,02/28/2022 05:50:25 PM,02/28/2022 05:51:52 PM,,,,,aedf9e2e9e81ed6da5f1129703,smc,,,,Agriculture,Software developer,,Intermediate,,Colorado,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,Every day,Always,Never,Far above average,Every day of the week,Extremely desirable,Agree,"$50,000-$74,999",Male,Mountain,iOS Phone / Tablet,45-60
13363210896,415544481,02/28/2022 05:47:51 PM,02/28/2022 05:50:49 PM,,,,,3da5b9bfc9db932ca1078e57a9,smc,,,,Healthcare & Pharmaceuticals,Operations manager,Customer success manager,Intermediate,,Pennsylvania,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a week,Always,Rarely,Above average,Several times per week,Somewhat desirable,Somewhat agree,"$100,000-$124,999",Male,Middle Atlantic,iOS Phone / Tablet,18-29
13363207315,415544481,02/28/2022 05:47:32 PM,02/28/2022 05:49:28 PM,,,,,1b17f94776fcfc23375050cbad,smc,,,,Education,Customer service representative,Teacher,Intermediate,,Wisconsin,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,About once a week,Always,Never,Average,Every day of the week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Male,East North Central,iOS Phone / Tablet,30-44
13363204308,415544481,02/28/2022 05:46:29 PM,02/28/2022 05:48:20 PM,,,,,82d5fd11ba43af6548738a134c,smc,,,,Food & Beverages,Retail sales associate,Baker,Owner/Executive/C-Level,,Florida,Very happy,Trade/Vocation School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,About once a week,Always,Rarely,Average,Less than once per week,Somewhat desirable,Somewhat agree,"$75,000-$99,999",Male,South Atlantic,iOS Phone / Tablet,45-60
13363203144,415544481,02/28/2022 05:44:53 PM,02/28/2022 05:47:54 PM,,,,,83cfb9933c331cbdc720cdcccb,smc,,,,Food & Beverages,Food preparation worker,No,Entry Level,,Illinois,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,About once a week,Always,Always,Average,Once per week,Very desirable,Strongly agree,"$10,000-$24,999",Female,East North Central,iOS Phone / Tablet,45-60
