Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job?,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13385965354,415873795,2022-03-09 21:17:35,2022-03-09 21:21:05,,,,,cd8743fca332ed342b697047e2,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Intermediate,,Kentucky,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Never,Average,Once per week,Somewhat desirable,Disagree,"$50,000-$74,999",Female,East South Central,Android Phone / Tablet,45-60
13385965163,415873795,2022-03-09 21:12:17,2022-03-09 21:13:04,,,,,87641b03586fd90d8d8d3de625,smc,,,,Finance & Financial Services,Stocking associate,Senior Management,,New York,Somewhat happy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,About once a week,Sometimes,Usually,Above average,Once per week,Very desirable,Somewhat agree,"$25,000-$49,999",Male,,iOS Phone / Tablet,18-29
13385962130,415873795,2022-03-09 21:10:11,2022-03-09 21:11:53,,,,,f00de3dbf18ac9a3cca5614f00,smc,,,,Finance & Financial Services,"Operations manager, Branch manager",Middle Management,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,Every day,Always,Never,Far above average,Less than once per week,Somewhat desirable,Disagree,"$25,000-$49,999",Male,West South Central,Android Phone / Tablet,45-60
13385958449,415873795,2022-03-09 21:08:09,2022-03-09 21:10:25,,,,,94fb476a328a5e1f06ee3d5c20,smc,,,,I am currently not employed,"Retail sales associate, Homemaker",Other (please specify),none,Florida,Very happy,Some High School,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,Android Phone / Tablet,30-44
13385957609,415873795,2022-03-09 21:08:12,2022-03-09 21:10:05,,,,,9fa64720916ec4f4738cccd7c7,smc,,,,Finance & Financial Services,Bookkeeper,Entry Level,,California,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Never,Above average,Several times per week,Extremely desirable,Strongly disagree,"$25,000-$49,999",Female,Pacific,Android Phone / Tablet,18-29
13385955409,415873795,2022-03-09 21:08:16,2022-03-09 21:09:14,,,,,d26654d38ae3bff95cb3585c5c,smc,,,,Retail & Consumer Durables,Software developer,Owner/Executive/C-Level,,Texas,Somewhat happy,High School,"Single, never married",Female,,Satisfied,A few times a week,Usually,Sometimes,Far above average,I never work out or exercise,Extremely desirable,Neither agree nor disagree,"$200,000+",Female,Mountain,iOS Phone / Tablet,30-44
13385954547,415873795,2022-03-09 21:08:12,2022-03-09 21:08:55,,,,,9bc31d1b544b63e424edd10b34,smc,,,,Finance & Financial Services,Office clerk,Middle Management,,Ohio,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a week,Sometimes,Usually,Above average,Several times per week,Very desirable,Strongly agree,"$150,000-$174,999",Female,East North Central,iOS Phone / Tablet,18-29
13385954120,415873795,2022-03-09 21:06:26,2022-03-09 21:08:46,,,,,3017a78ec0bb357ae6e08766f6,smc,,,,I am currently not employed,Laborer,Other (please specify),Not employed,North Dakota,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Sometimes,Far below average,I never work out or exercise,Not at all desirable,Neither agree nor disagree,"$50,000-$74,999",Female,West North Central,iOS Phone / Tablet,45-60
13385949450,415873795,2022-03-09 21:05:04,2022-03-09 21:07:01,,,,,dd9d494ba4c65d8a332a6d6549,smc,,,,I am currently not employed,"Food preparation worker, Homemaker",Senior Management,,Arizona,Very happy,High School,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Female,Mountain,Android Phone / Tablet,30-44
13385947929,415873795,2022-03-09 21:02:12,2022-03-09 21:06:29,,,,,b56d9b824031f44c7ca28f4e10,smc,,,,Education,Operations manager,Intermediate,,South Carolina,Somewhat happy,Master's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Never,Never,Above average,Several times per week,Extremely desirable,Agree,"$10,000-$24,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13385943999,415873795,2022-03-09 21:02:00,2022-03-09 21:05:32,,,,,fd8ec006373c112defe876a78c,smc,,,,"Telecommunications, Technology, Internet & Electronics","Mechanic, Engineer",Middle Management,,Texas,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Male,,Satisfied,A few times a week,Always,Never,Average,Several times per week,Somewhat desirable,Somewhat disagree,"$200,000+",Male,West South Central,Windows Desktop / Laptop,45-60
13385944539,415873795,2022-03-09 21:02:06,2022-03-09 21:05:08,,,,,e24656037269d8a44369cf0099,smc,,,,Finance & Financial Services,Customer service representative,Senior Management,,New Jersey,Very happy,Ph.D. or higher,Married or domestic partnership,Male,,Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Extremely desirable,Strongly agree,"$200,000+",Male,Middle Atlantic,Android Phone / Tablet,45-60
13385941362,415873795,2022-03-09 21:01:35,2022-03-09 21:04:02,,,,,926dd1b23905adfa06ab152e15,smc,,,,Healthcare & Pharmaceuticals,"Registered nurse, Registered Dietitian",Other (please specify),Clinical staff,Virginia,Somewhat unhappy,Bachelor's Degree,Divorced,Female,,Dissatisfied,Less than once a month,Always,Never,Average,Every day of the week,Somewhat desirable,Agree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13385936315,415873795,2022-03-09 20:59:28,2022-03-09 21:02:14,,,,,4545cfd13e894d23e4c6f4e6c4,smc,,,,Agriculture,"Laborer, Dog trainer",Owner/Executive/C-Level,,Texas,Very happy,Trade/Vocation School,Divorced,Female,,Neither satisfied nor dissatisfied,A few times a month,Usually,Sometimes,Above average,Several times per week,Somewhat desirable,Somewhat disagree,"$25,000-$49,999",Female,West South Central,Android Phone / Tablet,45-60
13385933205,415873795,2022-03-09 20:59:46,2022-03-09 21:01:08,,,,,1d6434de680d505b446419abee,smc,,,,Education,Lawyer,Middle Management,,Georgia,Very happy,No schooling completed,Married or domestic partnership,Female,,Satisfied,Every day,Always,Always,Far above average,Several times per week,Very desirable,Agree,"$0-$9,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13385931956,415873795,2022-03-09 20:58:08,2022-03-09 21:00:41,,,,,dabd447fb55ebcab571e224800,smc,,,,Retail & Consumer Durables,Customer service representative,Intermediate,,Wisconsin,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Never,Average,Every day of the week,Extremely desirable,Strongly agree,"$125,000-$149,999",Female,East North Central,iOS Phone / Tablet,30-44
13385931940,415873795,2022-03-09 20:58:45,2022-03-09 21:00:40,,,,,c22c95040ceecc90f7a7ae713a,smc,,,,Automotive,Line supervisor,Intermediate,,California,Somewhat unhappy,High School,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Usually,Never,Average,Once per week,Somewhat desirable,Disagree,"$100,000-$124,999",Male,Pacific,iOS Phone / Tablet,45-60
13385926624,415873795,2022-03-09 20:56:00,2022-03-09 20:58:39,,,,,9fd86f1f97d1ed7161d2c41412,smc,,,,Manufacturing,Mechanic,Entry Level,,Oregon,Very happy,High School,Married or domestic partnership,Female,,Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Strongly disagree,"$50,000-$74,999",Female,Pacific,Android Phone / Tablet,45-60
13385925946,415873795,2022-03-09 20:56:20,2022-03-09 20:58:25,,,,,59df255f2381f20886cbc3006d,smc,,,,I am currently not employed,Laborer,Other (please specify),None,Florida,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Sometimes,Far below average,I never work out or exercise,Not at all desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13385925160,415873795,2022-03-09 20:55:32,2022-03-09 20:58:07,,,,,e0c66f6623d03e1f25a4ba4c24,smc,,,,Education,"Operations manager, Director",Senior Management,,Utah,Very happy,Ph.D. or higher,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Average,Every day of the week,Somewhat desirable,Neither agree nor disagree,"$125,000-$149,999",Male,Mountain,iOS Phone / Tablet,45-60
13385923123,415873795,2022-03-09 20:56:15,2022-03-09 20:57:22,,,,,7cedec3d90daf073839d42ed54,smc,,,,Government,Office clerk,Entry Level,,Oregon,Somewhat unhappy,Bachelor's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Never,Never,Far below average,Every day of the week,Not so desirable,Strongly disagree,Prefer not to answer,Female,Pacific,Android Phone / Tablet,30-44
13385915354,415873795,2022-03-09 20:51:51,2022-03-09 20:54:32,,,,,ef78d29cb31391c75407c91fd0,smc,,,,I am currently not employed,Customer service representative,Other (please specify),None,Pennsylvania,Very happy,High School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Far below average,I never work out or exercise,Very desirable,Neither agree nor disagree,"$25,000-$49,999",Male,South Atlantic,Android Phone / Tablet,> 60
13385910498,415873795,2022-03-09 20:49:48,2022-03-09 20:52:48,,,,,2f4326f6fea9260a1ca11fcd57,smc,,,,Food & Beverages,"Line supervisor, Candy packer",Intermediate,,Pennsylvania,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,Every day,Always,Never,Far above average,Less than once per week,Somewhat desirable,Strongly disagree,"$25,000-$49,999",Female,Middle Atlantic,iOS Phone / Tablet,45-60
13385907112,415873795,2022-03-09 20:27:55,2022-03-09 20:52:41,,,,,3ca1bbcbe497b9ac1bf293aaec,smc,,,,Entertainment & Leisure,"Administrative assistant, Author",Owner/Executive/C-Level,,Missouri,Very happy,Master's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Disagree,"$25,000-$49,999",Female,West North Central,MacOS Desktop / Laptop,> 60
13385904794,415873795,2022-03-09 20:48:06,2022-03-09 20:50:40,,,,,363bdf4cec084d7429a5659d7a,smc,,,,Government,Police officer,Intermediate,,New York,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Always,Never,Average,Less than once per week,Somewhat desirable,Disagree,"$200,000+",Male,Middle Atlantic,iOS Phone / Tablet,45-60
13385904013,415873795,2022-03-09 20:49:02,2022-03-09 20:50:23,,,,,d6f35d8bb35a656c3cbad15381,smc,,,,Finance & Financial Services,Software developer,Senior Management,,Nebraska,Very happy,Master's Degree,"Single, never married",Male,,Very satisfied,Every day,Always,Never,Far above average,Several times per week,Very desirable,Agree,"$50,000-$74,999",Male,West North Central,iOS Phone / Tablet,30-44
13385899978,415873795,2022-03-09 20:46:48,2022-03-09 20:48:54,,,,,69784d248af65f7422b36543d4,smc,,,,Education,Administrative assistant,Entry Level,,North Carolina,Very happy,High School,Married or domestic partnership,Female,,Satisfied,About once a week,Sometimes,Rarely,Below average,I never work out or exercise,Not at all desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13385897767,415873795,2022-03-09 20:46:37,2022-03-09 20:48:05,,,,,513a9c6e4bd63f3b90ab496000,smc,,,,Food & Beverages,Server,Entry Level,,California,Somewhat unhappy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$125,000-$149,999",Female,Pacific,iOS Phone / Tablet,18-29
13385891577,415873795,2022-03-09 20:42:23,2022-03-09 20:45:47,,,,,ff320a58231369d070e00422ed,smc,,,,Government,"Operations manager, Military",Intermediate,,Florida,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,,Never,Average,Several times per week,,,"$100,000-$124,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13385890433,415873795,2022-03-09 20:41:52,2022-03-09 20:45:21,,,,,963f3d90ac525e4587133513c3,smc,,,,Real Estate,Customer service representative,Owner/Executive/C-Level,,Louisiana,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,Every day,Rarely,Never,Above average,Several times per week,Very desirable,Strongly disagree,"$25,000-$49,999",Female,West South Central,iOS Phone / Tablet,45-60
13385888701,415873795,2022-03-09 20:43:10,2022-03-09 20:44:43,,,,,c2f88f13d5ef76393119f4b7e4,smc,,,,Education,Operations manager,Intermediate,,California,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,Pacific,Android Phone / Tablet,30-44
13385886098,415873795,2022-03-09 20:42:22,2022-03-09 20:43:45,,,,,eb5f1f19a99a5858d7457a817d,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Intermediate,,California,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Far above average,I never work out or exercise,Extremely desirable,Strongly agree,"$75,000-$99,999",Male,Pacific,Android Phone / Tablet,30-44
13385885881,415873795,2022-03-09 20:42:22,2022-03-09 20:43:40,,,,,c8da661466e0ab5684d3dec423,smc,,,,Education,Stocking associate,Entry Level,,California,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Very satisfied,A few times a week,Always,Never,Far above average,Several times per week,Extremely desirable,Neither agree nor disagree,"$50,000-$74,999",Male,Pacific,Android Phone / Tablet,30-44
13385884467,415873795,2022-03-09 20:41:46,2022-03-09 20:43:08,,,,,ca78ba6588484362cd39cbac9e,smc,,,,Food & Beverages,Food preparation worker,Intermediate,,Texas,Somewhat happy,High School,"Single, never married",Female,,Dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Very desirable,Neither agree nor disagree,"$125,000-$149,999",Female,West South Central,iOS Phone / Tablet,18-29
13385884427,415873795,2022-03-09 20:41:47,2022-03-09 20:43:07,,,,,706e490e954379d458c45ce6db,smc,,,,I am currently not employed,Medical assistant,Other (please specify),None,Ohio,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Above average,Once per week,Somewhat desirable,Somewhat agree,"$50,000-$74,999",Female,East North Central,iOS Phone / Tablet,45-60
13385883293,415873795,2022-03-09 20:40:11,2022-03-09 20:42:42,,,,,d048cdc5434a5d72d1a363c2dc,smc,,,,Nonprofit,"Operations manager, Caregiver",Owner/Executive/C-Level,,Kentucky,Neither happy nor unhappy,Trade/Vocation School,"Single, never married",Female,,Dissatisfied,A few times a week,Usually,Sometimes,Above average,Less than once per week,Not at all desirable,Disagree,"$25,000-$49,999",Female,East South Central,iOS Phone / Tablet,30-44
13385880900,415873795,2022-03-09 20:40:48,2022-03-09 20:41:48,,,,,76879626cf12b79c8bc2383305,smc,,,,Airlines & Aerospace (including Defense),Administrative assistant,Middle Management,,Hawaii,Neither happy nor unhappy,Master's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat agree,"$175,000-$199,999",Male,West South Central,iOS Phone / Tablet,45-60
13385880433,415873795,2022-03-09 20:38:21,2022-03-09 20:41:36,,,,,3e0d1b7196c1757c78bba80186,smc,,,,I am currently not employed,Operations manager,Other (please specify),retired,California,Very unhappy,Bachelor's Degree,Divorced,Female,,Dissatisfied,Less than once a month,Sometimes,Never,Average,I never work out or exercise,Not so desirable,Somewhat disagree,"$25,000-$49,999",Female,Pacific,Android Phone / Tablet,> 60
13385880249,415873795,2022-03-09 20:20:37,2022-03-09 20:41:33,,,,,68a373ec911e24f91d6b0da642,smc,,,,Healthcare & Pharmaceuticals,"Medical assistant, Social worker",Owner/Executive/C-Level,,Connecticut,Very happy,Master's Degree,Divorced,Female,,Satisfied,A few times a week,Always,Sometimes,Above average,Every day of the week,Somewhat desirable,Strongly disagree,"$75,000-$99,999",Female,New England,iOS Phone / Tablet,30-44
13385879559,415873795,2022-03-09 20:37:13,2022-03-09 20:41:18,,,,,8bbe482f53817725dbe22cd707,smc,,,,Transportation & Delivery,Truck Driver,Middle Management,,Missouri,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,About once a week,Usually,Rarely,Far above average,Several times per week,Somewhat desirable,Agree,"$150,000-$174,999",Male,West North Central,Android Phone / Tablet,45-60
13385879125,415873795,2022-03-09 20:38:20,2022-03-09 20:41:07,,,,,6362e468404b8c04213dfab3c0,smc,,,,I am currently not employed,Cashier,Entry Level,,Texas,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Rarely,Average,Several times per week,Very desirable,Strongly agree,"$0-$9,999",Female,West South Central,Android Phone / Tablet,45-60
13385877278,415873795,2022-03-09 20:37:10,2022-03-09 20:41:05,,,,,597786fd56e27ab6e81d570810,smc,,,,Education,"Electrician, Instructional Systems Designer",Other (please specify),Retired,Florida,Very happy,Master's Degree,Divorced,Male,,Neither satisfied nor dissatisfied,A few times a week,Usually,Never,Above average,Several times per week,Very desirable,Agree,"$50,000-$74,999",Male,South Atlantic,Windows Desktop / Laptop,> 60
13385874522,415873795,2022-03-09 20:37:13,2022-03-09 20:39:26,,,,,5b9e3488163a6df8595fd4f132,smc,,,,Retail & Consumer Durables,"Operations manager, Owner",Senior Management,,Florida,Very happy,High School,Married or domestic partnership,Male,,Dissatisfied,Once a month,Usually,Never,Average,Several times per week,Somewhat desirable,Strongly agree,"$75,000-$99,999",Male,Mountain,iOS Phone / Tablet,> 60
13385873206,415873795,2022-03-09 20:37:06,2022-03-09 20:38:56,,,,,ffa206d2090fe9cc37c0d9c71c,smc,,,,Advertising & Marketing,"Marketing specialist, Public Relations",Entry Level,,Virginia,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a week,Sometimes,Rarely,Average,Every day of the week,Very desirable,Neither agree nor disagree,"$0-$9,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13385872401,415873795,2022-03-09 20:38:02,2022-03-09 20:38:38,,,,,3a3d2b045e7a77f56eb5fd944a,smc,,,,"Construction, Machinery, and Homes",Retail sales associate,Entry Level,,California,Neither happy nor unhappy,Master's Degree,Widowed,Female,,Very dissatisfied,Every day,Always,Usually,Above average,I never work out or exercise,Very desirable,Strongly agree,"$25,000-$49,999",Male,,Android Phone / Tablet,18-29
13385871097,415873795,2022-03-09 20:34:45,2022-03-09 20:38:08,,,,,54183f986a92af4bb4c32026eb,smc,,,,I am currently not employed,Laborer,Entry Level,,Georgia,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Satisfied,About once a week,Sometimes,Never,Average,I never work out or exercise,,Neither agree nor disagree,"$10,000-$24,999",Female,South Atlantic,Android Phone / Tablet,45-60
13385867543,415873795,2022-03-09 20:35:08,2022-03-09 20:36:52,,,,,e35efb64b7729dae07d7404edb,smc,,,,Finance & Financial Services,Retail sales associate,Entry Level,,Indiana,Very unhappy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a week,Usually,Never,Above average,Less than once per week,Not so desirable,Neither agree nor disagree,Prefer not to answer,Female,East North Central,iOS Phone / Tablet,18-29
13385866965,415873795,2022-03-09 20:33:58,2022-03-09 20:36:41,,,,,ef3aadda6e8a45e6f3ea31ffbc,smc,,,,"Telecommunications, Technology, Internet & Electronics","Customer service representative, Security analyst",Intermediate,,Illinois,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Once a month,Always,Never,Average,I never work out or exercise,Not so desirable,Neither agree nor disagree,"$100,000-$124,999",Male,East North Central,Android Phone / Tablet,45-60
13385865550,415873795,2022-03-09 20:33:35,2022-03-09 20:36:10,,,,,f1a168b56bdfe9f5afa7a5c331,smc,,,,Education,Operations manager,Middle Management,,Utah,Very happy,High School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a week,Always,Never,Average,I never work out or exercise,Not so desirable,Agree,"$10,000-$24,999",Male,Mountain,iOS Phone / Tablet,18-29
13385862358,415873795,2022-03-09 20:33:07,2022-03-09 20:34:59,,,,,1ccdcc635bb650bad50a93a8e7,smc,,,,Business Support & Logistics,Lawyer,Owner/Executive/C-Level,,Montana,Very happy,Master's Degree,Divorced,Male,,Very satisfied,Every day,Always,Never,Above average,Several times per week,Somewhat desirable,Agree,Prefer not to answer,Male,East South Central,iOS Phone / Tablet,> 60
13385858473,415873795,2022-03-09 20:30:56,2022-03-09 20:33:31,,,,,daf6745e6d6d1d2e746c5d1cfe,smc,,,,I am currently not employed,Food preparation worker,Other (please specify),not employed,New Mexico,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Far above average,Once per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Female,Mountain,Android Phone / Tablet,45-60
13385858253,415873795,2022-03-09 20:26:09,2022-03-09 20:33:27,,,,,eda7a1acec70b7275278686106,smc,,,,Automotive,Laborer,Middle Management,,California,Neither happy nor unhappy,Trade/Vocation School,"Single, never married",Male,,Neither satisfied nor dissatisfied,A few times a week,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$100,000-$124,999",Male,Pacific,iOS Phone / Tablet,30-44
13385857028,415873795,2022-03-09 20:29:21,2022-03-09 20:33:03,,,,,c159e582054530ff44f309e0f9,smc,,,,Entertainment & Leisure,"Operations manager, owner",Owner/Executive/C-Level,,Georgia,Very happy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Somewhat desirable,Agree,"$10,000-$24,999",Male,South Atlantic,Android Phone / Tablet,30-44
13385856550,415873795,2022-03-09 20:31:59,2022-03-09 20:32:48,,,,,020b1fedc95f9bf6e8d1132ce1,smc,,,,"Utilities, Energy, and Extraction",Stocking associate,Middle Management,,Mississippi,Somewhat unhappy,Bachelor's Degree,"Single, never married",Male,,Satisfied,About once a week,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat agree,"$75,000-$99,999",Male,East South Central,iOS Phone / Tablet,30-44
13385855715,415873795,2022-03-09 20:31:06,2022-03-09 20:32:30,,,,,0c84f00929ce4e930cc03a620c,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,Entry Level,,California,Somewhat happy,Master's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$0-$9,999",Male,Pacific,Android Phone / Tablet,18-29
13385851855,415873795,2022-03-09 20:29:48,2022-03-09 20:31:08,,,,,0053418184819ee31ec1ed3aa8,smc,,,,Airlines & Aerospace (including Defense),Lawyer,Entry Level,,Alaska,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Sometimes,Average,Once per week,Very desirable,Neither agree nor disagree,"$0-$9,999",Female,Mountain,iOS Phone / Tablet,18-29
13385851795,415873795,2022-03-09 20:29:34,2022-03-09 20:31:06,,,,,ad699b20fb910836b1f615202b,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Middle Management,,Rhode Island,Very happy,Bachelor's Degree,"Single, never married",Male,,Satisfied,A few times a week,Usually,Sometimes,Average,I never work out or exercise,Somewhat desirable,Agree,"$10,000-$24,999",Male,New England,Android Phone / Tablet,> 60
13385851175,415873795,2022-03-09 20:26:43,2022-03-09 20:30:53,,,,,ccac3aaec09eb1be8483e98a6d,smc,,,,I am currently not employed,Laborer,Other (please specify),Unemployed,Virginia,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Sometimes,Sometimes,Above average,Less than once per week,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Female,South Atlantic,iOS Phone / Tablet,30-44
13385849711,415873795,2022-03-09 20:27:42,2022-03-09 20:30:17,,,,,62f511c91bfc9af6d0429b64fa,smc,,,,Education,"Operations manager, Principal",Senior Management,,North Carolina,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Usually,Never,Average,Once per week,Not at all desirable,Strongly agree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13385844328,415873795,2022-03-09 20:24:52,2022-03-09 20:28:18,,,,,e8de4f582922cf4d256b724a6f,smc,,,,Healthcare & Pharmaceuticals,"Operations manager, Mental health therapist",Owner/Executive/C-Level,,Colorado,Very happy,Master's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,About once a week,Never,Never,Average,Several times per week,Very desirable,Somewhat agree,"$125,000-$149,999",Female,Mountain,Android Phone / Tablet,30-44
13385837954,415873795,2022-03-09 20:23:03,2022-03-09 20:26:36,,,,,72f6799e85a501eeaac2f45045,smc,,,,I am currently not employed,Retail sales associate,Other (please specify),na,Washington,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Below average,Several times per week,Somewhat desirable,Strongly agree,"$50,000-$74,999",Male,Pacific,MacOS Desktop / Laptop,> 60
13385836742,415873795,2022-03-09 20:22:55,2022-03-09 20:25:28,,,,,3e034a0e414c16049caeeff29c,smc,,,,Education,Administrative assistant,Entry Level,,Georgia,Very happy,Trade/Vocation School,"Single, never married",Female,,Satisfied,A few times a week,Usually,Never,Above average,Once per week,Very desirable,Disagree,"$75,000-$99,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13385835202,415873795,2022-03-09 20:21:36,2022-03-09 20:24:56,,,,,a61c3fbc378ecbe18588176328,smc,,,,Healthcare & Pharmaceuticals,"Software developer, Engineer",Entry Level,,Massachusetts,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Dissatisfied,A few times a month,Usually,Rarely,Below average,Less than once per week,Somewhat desirable,Disagree,"$50,000-$74,999",Male,New England,Android Phone / Tablet,18-29
13385834668,415873795,2022-03-09 20:21:35,2022-03-09 20:24:42,,,,,ccba920c94f84d0722ec5fffbf,smc,,,,Automotive,Mechanic,Middle Management,,Pennsylvania,Neither happy nor unhappy,High School,"Single, never married",Male,,Very satisfied,About once a week,Always,Never,Above average,Several times per week,Somewhat desirable,Agree,"$10,000-$24,999",Male,Middle Atlantic,Android Phone / Tablet,30-44
13385833055,415873795,2022-03-09 20:18:38,2022-03-09 20:24:11,,,,,ae8c74105bc7e3f638209e7465,smc,,,,Retail & Consumer Durables,Administrative assistant,Intermediate,,California,Very happy,Bachelor's Degree,Widowed,Female,,Very satisfied,About once a week,Always,Rarely,Above average,I never work out or exercise,Very desirable,Strongly disagree,"$25,000-$49,999",Female,Pacific,Android Phone / Tablet,> 60
13385832179,415873795,2022-03-09 20:21:53,2022-03-09 20:23:52,,,,,f2dc40aa72b7dd81dbf85cdfe7,smc,,,,Education,Lawyer,Intermediate,,Pennsylvania,Somewhat happy,Ph.D. or higher,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$175,000-$199,999",Male,Middle Atlantic,Android Phone / Tablet,30-44
